Sales_ID,Item_ID,Outlet_ID,Sales
87,FDV34,OUT049,73.5038
88,FDX46,OUT049,59.1562
89,NCA53,OUT049,50.3034
90,FDT24,OUT049,78.2328
91,FDX27,OUT049,94.9436
92,NCQ38,OUT019,108.228
93,FDK02,OUT019,120.544
94,FDI15,OUT019,263.1884
95,FDE09,OUT019,109.7228
96,FDS55,OUT019,150.3734
97,FDZ56,OUT019,167.5474
98,NCA05,OUT019,148.2734
99,NCK29,OUT019,123.473
100,NCU29,OUT019,145.976
101,NCX41,OUT019,210.5244
102,NCG07,OUT019,189.753
103,NCI30,OUT019,244.346
104,NCR54,OUT019,194.711
105,NCT06,OUT019,167.7842
106,FDN15,OUT019,140.318
107,FDJ45,OUT019,34.2216
108,FDL13,OUT019,232.73
109,FDL02,OUT019,107.1622
110,FDF56,OUT019,179.1976
111,FDQ27,OUT019,101.399
112,FDG35,OUT019,173.8738
113,FDD38,OUT019,103.7674
114,FDE41,OUT019,83.7566
115,FDP24,OUT046,119.4756
116,FDH38,OUT046,115.8808
117,FDT49,OUT046,107.728
118,FDN02,OUT046,208.8638
119,DRF27,OUT046,154.534
120,FDT02,OUT046,36.1874
121,FDF05,OUT046,264.491
122,FDI45,OUT046,175.5054
123,FDZ20,OUT046,252.3356
124,NCC42,OUT046,140.2838
125,NCQ53,OUT046,234.659
126,NCR54,OUT046,198.211
127,NCX06,OUT046,182.6976
128,NCO06,OUT046,32.4558
129,NCN54,OUT046,76.1328
130,FDL27,OUT046,65.9826
131,FDV51,OUT046,165.7842
132,FDC46,OUT046,182.6266
133,FDZ58,OUT046,122.8072
134,FDN21,OUT046,161.0236
135,FDO58,OUT046,166.1526
136,DRD24,OUT046,143.3154
137,DRI37,OUT046,58.7904
138,FDI12,OUT046,89.6856
139,FDP12,OUT046,36.9874
140,FDO01,OUT046,130.4994
141,FDZ37,OUT046,88.6198
142,FDJ15,OUT046,182.5608
143,FDM04,OUT046,53.1666
144,FDI40,OUT046,100.8358
145,FDX04,OUT046,49.9376
146,FDS15,OUT046,106.3596
147,FDJ57,OUT046,184.6582
148,FDG21,OUT046,150.405
149,FDW21,OUT046,99.5358
150,FDX10,OUT046,37.1874
151,DRI51,OUT045,171.5764
152,NCZ17,OUT017,39.1506
153,DRE25,OUT017,91.912
154,FDT60,OUT045,124.6388
155,FDN24,OUT045,56.1956
156,FDO37,OUT045,232.0326
157,FDI14,OUT045,140.2496
158,FDW37,OUT045,89.7488
159,DRC27,OUT045,247.4802
160,FDK16,OUT045,96.0094
161,FDK41,OUT045,83.6224
162,FDY31,OUT045,146.1418
163,FDT20,OUT045,36.8164
164,FDI45,OUT045,175.8054
165,FDG57,OUT045,48.6034
166,FDN32,OUT045,184.8266
167,FDX19,OUT045,233.8958
168,FDP20,OUT045,125.602
169,NCR17,OUT045,116.4492
170,NCT17,OUT045,190.0214
171,NCU05,OUT045,79.1618
172,NCT42,OUT045,148.4392
173,NCV18,OUT045,84.625
174,NCH43,OUT045,216.4192
175,NCE18,OUT045,251.675
176,NCC18,OUT045,173.9422
177,NCJ42,OUT045,104.2332
178,FDQ10,OUT045,172.4422
179,FDL34,OUT045,142.6496
180,DRK37,OUT045,189.853
181,DRF48,OUT045,188.1898
182,DRG49,OUT045,246.0486
183,FDX60,OUT017,79.196
184,FDS13,OUT017,266.8884
185,FDC50,OUT017,94.4094
186,FDK51,OUT017,264.5884
187,FDD17,OUT017,239.6906
188,FDJ28,OUT017,191.2162
189,FDP16,OUT017,243.6802
190,FDB20,OUT017,79.1986
191,FDP56,OUT017,49.9692
192,FDT43,OUT017,50.8324
193,DRI59,OUT017,223.5088
194,DRN47,OUT017,178.366
195,DRM23,OUT017,173.3422
196,NCN53,OUT017,33.5874
197,NCT53,OUT017,163.0526
198,NCQ05,OUT017,149.2708
199,NCM53,OUT017,108.128
200,NCX42,OUT017,163.0526
201,NCT18,OUT017,179.6976
202,NCI30,OUT017,246.446
203,NCE54,OUT017,73.9354
204,FDH19,OUT017,173.8738
205,FDT03,OUT017,183.1608
206,NCN19,OUT017,190.253
207,NCQ43,OUT017,108.8912
208,FDK09,OUT017,227.2352
209,FDV46,OUT017,139.818
210,FDY46,OUT017,188.9898
211,FDK26,OUT045,187.624
212,FDI50,OUT045,227.6352
213,FDB26,OUT045,52.364
214,FDY49,OUT045,165.7184
215,FDB04,OUT045,88.9856
216,FDA02,OUT045,146.3786
217,FDZ28,OUT045,128.0678
218,FDE17,OUT045,152.2366
219,FDQ19,OUT045,241.3512
220,FDM08,OUT045,222.9088
221,FDP03,OUT045,122.1388
222,FDU58,OUT045,186.4898
223,FDU46,OUT045,84.854
224,FDY34,OUT045,167.1842
225,FDO09,OUT045,262.191
226,FDP48,OUT017,181.395
227,FDI12,OUT017,86.8856
228,FDY12,OUT017,50.0008
229,FDX48,OUT017,154.0656
230,FDV60,OUT017,195.811
231,FDQ47,OUT017,35.2874
232,FDZ13,OUT017,50.835
233,FDM04,OUT017,50.8666
234,FDS04,OUT017,141.5838
235,FDV28,OUT017,35.1558
236,FDU19,OUT017,170.5422
237,FDE56,OUT017,61.5194
238,FDI07,OUT017,197.2426
239,FDU15,OUT017,36.6532
240,FDU27,OUT017,47.1376
241,FDN39,OUT017,167.0816
242,FDV10,OUT017,44.0112
243,FDO45,OUT017,89.4856
244,FDB23,OUT017,226.6062
245,NCY41,OUT017,34.0532
246,FDW31,OUT017,197.0742
247,FDR55,OUT017,190.6872
248,FDX10,OUT017,34.3874
249,DRF49,OUT035,114.4518
250,FDA23,OUT035,99.4016
251,FDR60,OUT035,77.2328
252,FDN60,OUT035,159.9604
253,FDU48,OUT035,131.5284
254,FDG60,OUT035,234.2616
255,FDU11,OUT035,121.0098
256,FDT49,OUT035,108.228
257,FDS37,OUT035,114.1492
258,FDK50,OUT035,163.2894
259,FDG26,OUT035,257.833
260,FDD14,OUT035,184.4266
261,FDK41,OUT035,86.0224
262,FDD16,OUT035,72.9696
263,FDZ44,OUT035,115.8808
264,FDO44,OUT035,109.9228
265,DRL11,OUT035,157.0946
266,NCU17,OUT035,100.6674
267,NCL41,OUT035,36.3216
268,NCS53,OUT035,159.4604
269,NCV17,OUT035,130.2626
270,NCO14,OUT035,42.6086
271,NCU18,OUT035,140.2496
272,NCI54,OUT035,108.1912
273,NCQ50,OUT035,213.3218
274,NCC18,OUT035,172.3422
275,NCQ38,OUT035,106.128
276,FDL10,OUT035,97.9042
277,FDE34,OUT035,181.2634
278,FDL46,OUT035,119.5466
279,FDH10,OUT035,194.4478
280,DRE60,OUT035,226.172
281,DRD60,OUT035,182.4634
282,FDR36,OUT035,43.7454
283,FDL24,OUT035,170.9422
284,FDM36,OUT035,171.1422
285,FDD26,OUT035,183.3924
286,FDI02,OUT035,113.7202
287,FDE04,OUT035,181.566
288,FDQ08,OUT035,60.2536
289,FDV20,OUT035,127.4678
290,FDW03,OUT035,106.1306
291,FDX51,OUT035,195.4452
292,FDR03,OUT035,207.898
293,FDW21,OUT035,102.4358
294,FDJ58,OUT035,173.2764
295,FDR48,OUT010,153.0024
296,FDO16,OUT010,83.325
297,FDE53,OUT010,107.228
298,FDV31,OUT010,177.937
299,FDF32,OUT010,198.2426
300,DRN35,OUT010,36.6532
301,NCQ17,OUT010,156.463
302,NCQ41,OUT010,193.5794
303,NCN06,OUT010,162.8868
304,NCF30,OUT010,125.1362
305,FDQ39,OUT010,190.8846
306,FDL45,OUT010,125.7704
307,FDR10,OUT010,163.4552
308,FDZ09,OUT010,163.6868
309,DRJ13,OUT010,159.9578
310,DRD24,OUT010,142.5154
311,DRH25,OUT010,52.9324
312,FDC60,OUT010,87.0514
313,FDJ36,OUT010,102.7332
314,FDU47,OUT010,138.7838
315,FDA03,OUT010,145.8102
316,FDY40,OUT010,48.4692
317,FDZ16,OUT010,194.1478
318,FDW07,OUT010,88.2514
319,FDW23,OUT013,36.7164
320,FDW59,OUT013,86.3566
321,DRF27,OUT013,153.434
322,FDB15,OUT013,264.5568
323,FDG16,OUT013,213.7192
324,FDJ04,OUT013,118.3124
325,FDJ32,OUT013,61.2536
326,FDM56,OUT013,109.8912
327,FDB45,OUT013,104.9306
328,DRJ23,OUT013,188.1872
329,NCN06,OUT013,163.4868
330,NCF43,OUT013,142.247
331,NCG07,OUT013,188.753
332,NCB55,OUT013,59.2562
333,NCN30,OUT013,97.441
334,FDF22,OUT013,214.5218
335,FDQ10,OUT013,170.6422
336,DRK13,OUT013,198.2084
337,DRL37,OUT013,44.477
338,FDL38,OUT013,89.9172
339,FDV13,OUT013,86.1856
340,FDX04,OUT013,46.0376
341,FDF53,OUT013,180.3318
342,FDD21,OUT013,115.0176
343,FDO20,OUT013,252.3382
344,FDC21,OUT013,109.8254
345,FDV19,OUT013,159.5578
346,FDW43,OUT013,225.9036
347,FDO46,OUT013,187.1872
348,FDT10,OUT013,60.9562
349,FDB23,OUT013,226.9062
350,FDN60,OUT018,157.3604
351,FDU23,OUT018,163.6184
352,FDM13,OUT018,132.8626
353,FDB50,OUT018,77.9986
354,FDC04,OUT018,242.9854
355,DRF03,OUT018,40.3138
356,FDG53,OUT018,140.618
357,FDP16,OUT018,244.0802
358,FDE08,OUT018,147.3734
359,FDQ44,OUT018,121.2756
360,DRJ47,OUT018,174.208
361,NCO05,OUT018,100.4384
362,NCB54,OUT018,127.3336
363,NCJ29,OUT018,87.0224
364,NCE06,OUT018,160.7894
365,NCP14,OUT018,103.3306
366,NCH06,OUT018,247.146
367,NCH55,OUT018,128.402
368,NCN42,OUT018,148.0418
369,FDM03,OUT018,108.2938
370,FDK55,OUT018,88.9172
371,FDU39,OUT018,58.5562
372,NCO07,OUT018,211.856
373,FDF22,OUT018,212.0218
374,FDI46,OUT018,253.3724
375,FDD22,OUT018,113.3544
376,FDZ45,OUT018,200.4084
377,FDT45,OUT018,55.8956
378,FDL34,OUT018,139.9496
379,FDA45,OUT018,177.337
380,DRI01,OUT018,172.0422
381,DRJ13,OUT018,159.6578
382,FDU47,OUT018,142.2838
383,FDB02,OUT018,175.137
384,FDM50,OUT018,59.322
385,FDC14,OUT018,41.0454
386,FDH50,OUT018,182.5266
387,FDD52,OUT018,110.157
388,FDH04,OUT018,91.0488
389,FDH56,OUT018,116.7492
390,FDX31,OUT018,234.4958
391,FDO51,OUT018,44.0112
392,FDV22,OUT018,155.763
393,FDJ21,OUT018,146.6102
394,FDI14,OUT027,139.2496
395,FDU25,OUT027,56.2246
396,FDC53,OUT027,96.7384
397,FDD28,OUT027,59.5904
398,FDO40,OUT027,148.9392
399,FDT40,OUT027,125.5678
400,FDD33,OUT027,231.9642
401,FDW20,OUT027,124.973
402,DRN47,OUT027,180.766
403,NCY53,OUT027,110.4544
404,NCE19,OUT027,53.4956
405,NCE55,OUT027,178.237
406,NCG43,OUT027,94.0462
407,NCH06,OUT027,245.646
408,NCM30,OUT027,39.2796
409,NCN42,OUT027,145.6418
410,NCU42,OUT027,166.5474
411,NCJ19,OUT027,55.2588
412,FDD46,OUT027,154.7998
413,FDL33,OUT027,194.4452
414,FDP09,OUT027,211.6902
415,DRL37,OUT027,44.377
416,FDE36,OUT027,165.5868
417,FDG12,OUT027,122.4098
418,FDU24,OUT027,94.312
419,FDK25,OUT027,169.3474
420,FDB14,OUT027,91.312
421,FDH50,OUT027,185.2266
422,FDZ02,OUT027,97.5726
423,FDH05,OUT027,229.7984
424,FDT19,OUT027,172.108
425,FDW19,OUT027,109.957
426,FDR51,OUT027,148.4708
427,FDY34,OUT027,167.0842
428,FDP49,OUT049,54.3614
429,FDG35,OUT046,173.5738
430,FDS52,OUT019,102.5016
431,FDR21,OUT046,177.537
432,FDQ36,OUT046,38.3848
433,FDE20,OUT046,171.179
434,FDO20,OUT046,252.3382
435,FDZ20,OUT045,256.1356
436,FDK38,OUT035,147.7734
437,NCN53,OUT010,33.6874
438,FDN04,OUT013,176.8344
439,NCP42,OUT018,192.1478
440,FDY11,OUT018,65.0142
441,FDW28,OUT027,194.7452
442,NCL53,OUT027,175.4028
443,FDW57,OUT049,179.1028
444,NCN07,OUT010,132.1284
445,FDP28,OUT010,260.0936
446,FDR52,OUT018,192.1846
447,FDY56,OUT046,225.9062
448,FDR36,OUT013,40.2454
449,FDY22,OUT017,143.8128
450,FDD36,OUT027,117.6124
451,FDP19,OUT049,128.4652
452,FDF20,OUT049,196.5768
453,NCB31,OUT049,263.291
454,DRE12,OUT049,111.686
455,DRK01,OUT049,92.5436
456,FDE20,OUT049,167.879
457,FDJ34,OUT049,126.0704
458,FDH41,OUT019,213.5534
459,FDQ12,OUT019,230.001
460,FDZ27,OUT019,51.235
461,FDI22,OUT019,211.0612
462,FDW02,OUT019,126.2704
463,FDR15,OUT019,155.8314
464,FDN34,OUT019,168.7132
465,NCV41,OUT046,112.5228
466,NCM19,OUT046,112.5202
467,FDP31,OUT046,65.0168
468,FDQ45,OUT046,185.3608
469,FDO21,OUT046,226.2404
470,FDQ24,OUT045,253.4724
471,FDD14,OUT045,182.6266
472,NCC54,OUT045,242.1196
473,FDZ40,OUT017,52.9298
474,NCM07,OUT017,85.6908
475,NCP50,OUT017,80.6618
476,NCJ31,OUT017,241.8196
477,FDF46,OUT017,115.8834
478,FDJ36,OUT045,101.4332
479,FDZ13,OUT045,51.335
480,FDZ32,OUT045,103.8964
481,FDY40,OUT017,48.1692
482,NCM06,OUT035,156.4656
483,FDK24,OUT035,46.4744
484,NCL05,OUT035,42.277
485,NCA29,OUT035,171.6106
486,NCP30,OUT035,40.0822
487,FDX58,OUT010,181.695
488,FDW24,OUT010,50.4034
489,FDH48,OUT010,86.254
490,FDF20,OUT010,195.6768
491,FDE22,OUT010,158.792
492,FDK55,OUT013,89.4172
493,FDR11,OUT013,161.1578
494,DRC01,OUT013,50.3692
495,FDE11,OUT013,184.4924
496,FDW50,OUT018,165.1158
497,DRJ39,OUT018,218.3482
498,FDJ46,OUT018,174.0054
499,DRD24,OUT018,141.0154
500,FDR20,OUT018,46.3744
501,FDS33,OUT018,90.5514
502,FDK32,OUT027,152.8682
503,FDO03,OUT027,228.1352
504,FDC59,OUT027,63.8168
505,FDS12,OUT017,127.5362
506,FDR21,OUT035,174.837
507,FDT44,OUT045,117.8466
508,FDZ47,OUT027,99.9042
509,FDD08,OUT013,38.9506
510,FDK02,OUT017,118.344
511,FDR39,OUT049,182.4292
512,DRI03,OUT049,175.1028
513,FDJ52,OUT049,159.8578
514,NCD42,OUT049,36.3506
515,FDY35,OUT049,43.9402
516,FDL13,OUT049,231.43
517,FDD38,OUT049,99.8674
518,FDT26,OUT049,120.344
519,FDE28,OUT049,228.4668
520,FDO46,OUT049,190.2872
521,FDP45,OUT049,253.1724
522,DRH51,OUT019,89.5856
523,FDQ10,OUT019,172.0422
524,FDH52,OUT019,62.1194
525,FDC10,OUT019,118.9098
526,FDY27,OUT046,177.4344
527,FDY52,OUT046,62.8536
528,DRN35,OUT046,37.5532
529,DRI47,OUT046,143.8128
530,NCT05,OUT046,255.3672
531,NCW17,OUT046,126.8994
532,FDA39,OUT046,40.2822
533,FDS25,OUT046,108.7228
534,FDC16,OUT046,88.254
535,FDN28,OUT046,101.399
536,FDW03,OUT046,105.1306
537,FDJ21,OUT046,143.9102
538,FDD48,OUT045,114.7176
539,FDW13,OUT045,50.3324
540,DRD15,OUT045,233.9642
541,FDH32,OUT045,96.541
542,NCT05,OUT045,255.6672
543,NCV30,OUT045,61.351
544,FDW10,OUT017,174.837
545,FDR36,OUT045,43.5454
546,FDV22,OUT045,157.963
547,DRA59,OUT017,183.2924
548,FDI14,OUT035,140.0496
549,FDT37,OUT035,254.8014
550,FDX25,OUT035,180.9292
551,DRH03,OUT035,91.612
552,FDA58,OUT035,236.9932
553,FDY35,OUT035,44.0402
554,FDH05,OUT035,231.2984
555,FDI41,OUT035,145.8418
556,FDO20,OUT035,252.6382
557,FDC57,OUT035,193.382
558,FDT27,OUT035,232.8616
559,FDT34,OUT010,107.1964
560,FDK51,OUT010,266.6884
561,FDK04,OUT010,55.2588
562,NCZ53,OUT010,188.7214
563,FDV04,OUT010,156.6288
564,FDR22,OUT010,112.0544
565,FDO24,OUT013,156.7604
566,FDQ24,OUT013,249.6724
567,NCH29,OUT013,95.8726
568,NCW54,OUT013,57.8588
569,NCP30,OUT013,40.4822
570,FDQ46,OUT013,110.6544
571,FDY12,OUT013,49.2008
572,FDV38,OUT018,54.3956
573,FDJ53,OUT018,120.2098
574,FDE22,OUT018,159.792
575,FDB14,OUT018,94.612
576,FDU58,OUT018,188.4898
577,FDB23,OUT018,226.2062
578,FDK24,OUT027,45.4744
579,FDW49,OUT027,179.9002
580,NCW53,OUT027,192.5162
581,NCB18,OUT027,89.5514
582,DRD13,OUT027,64.7168
583,DRF01,OUT027,146.6102
584,FDN48,OUT019,89.9804
585,FDQ49,OUT027,155.963
586,DRG27,OUT049,39.9138
587,FDD03,OUT046,232.53
588,NCE06,OUT019,160.2894
589,FDJ60,OUT045,163.3184
590,FDG52,OUT013,47.7402
591,FDU59,OUT049,162.8552
592,DRK39,OUT049,82.425
593,DRL60,OUT049,151.7682
594,FDP48,OUT049,182.995
595,FDA35,OUT049,123.0072
596,FDQ40,OUT049,175.4712
597,FDH44,OUT049,146.8418
598,FDJ21,OUT049,144.6102
599,FDW26,OUT019,220.4772
600,FDB35,OUT019,92.9804
601,FDB08,OUT046,159.9578
602,NCY18,OUT046,173.2054
603,NCR38,OUT046,253.5724
604,FDK21,OUT046,250.4408
605,DRF01,OUT046,147.5102
606,FDA02,OUT046,143.4786
607,FDD40,OUT046,191.5162
608,FDM58,OUT046,113.4544
609,FDU24,OUT046,94.212
610,FDS55,OUT045,150.0734
611,FDC45,OUT045,171.7106
612,FDB33,OUT045,160.4262
613,NCP42,OUT045,194.2478
614,NCL54,OUT045,175.2054
615,NCC07,OUT045,104.0964
616,FDP60,OUT017,102.0016
617,FDI14,OUT017,140.2496
618,FDJ07,OUT017,118.415
619,DRD12,OUT017,90.9146
620,DRN37,OUT017,166.1158
621,DRF37,OUT017,261.191
622,FDX35,OUT045,228.2036
623,FDP28,OUT045,261.1936
624,FDJ27,OUT045,100.7674
625,FDF10,OUT045,145.6418
626,DRC13,OUT045,122.573
627,FDG12,OUT017,121.1098
628,FDH50,OUT017,185.9266
629,FDE20,OUT017,168.379
630,FDU03,OUT017,183.3292
631,FDW59,OUT035,82.7566
632,FDN32,OUT035,184.7266
633,NCK05,OUT035,60.6536
634,NCJ18,OUT035,119.2124
635,NCE30,OUT035,210.7902
636,FDX15,OUT035,159.6578
637,FDT22,OUT035,58.022
638,FDR10,OUT035,163.5552
639,DRL49,OUT035,142.4812
640,FDF29,OUT035,131.531
641,FDT56,OUT035,57.5246
642,FDN03,OUT035,250.1408
643,FDW15,OUT035,149.7734
644,FDU51,OUT035,175.6028
645,FDQ14,OUT010,148.105
646,DRC27,OUT010,245.7802
647,DRE03,OUT010,45.5718
648,FDD16,OUT010,75.0696
649,FDT03,OUT010,185.2608
650,FDG47,OUT010,261.4252
651,FDG60,OUT013,232.7616
652,FDS37,OUT013,117.7492
653,DRG03,OUT013,154.4998
654,FDB52,OUT013,256.0672
655,FDK40,OUT013,262.691
656,NCZ53,OUT013,186.6214
657,NCP41,OUT013,108.8596
658,NCY42,OUT013,144.047
659,NCO43,OUT013,100.1016
660,FDR46,OUT013,144.976
661,FDW58,OUT013,104.1622
662,FDX36,OUT013,224.8404
663,FDM01,OUT013,100.7332
664,FDX38,OUT013,48.8376
665,FDH53,OUT013,83.7592
666,FDZ51,OUT013,96.3094
667,FDV57,OUT013,179.866
668,FDV59,OUT018,217.6166
669,FDT02,OUT018,33.4874
670,DRD60,OUT018,179.7634
671,FDV35,OUT018,155.3314
672,FDK14,OUT018,82.4934
673,DRC27,OUT018,246.2802
674,NCL53,OUT018,177.9028
675,FDK26,OUT018,185.224
676,FDD57,OUT027,93.6094
677,FDM03,OUT027,109.1938
678,FDX15,OUT027,159.7578
679,FDA10,OUT027,121.6072
680,FDE56,OUT027,62.4194
681,FDS31,OUT027,178.4318
682,FDW39,OUT027,177.237
683,FDY39,OUT027,182.0608
684,NCQ53,OUT027,235.259
685,FDG35,OUT027,173.5738
686,NCP18,OUT017,151.4708
687,FDY58,OUT018,227.0694
688,NCB06,OUT035,160.692
689,FDB36,OUT018,132.5626
690,FDR47,OUT010,196.5794
691,FDE10,OUT010,130.0626
692,DRK01,OUT035,95.4436
693,FDL22,OUT046,91.4488
694,NCD06,OUT018,46.306
695,NCT54,OUT049,95.5094
696,FDV59,OUT045,216.7166
697,FDY49,OUT027,164.5184
698,NCS54,OUT013,175.437
699,NCJ54,OUT027,231.7642
700,FDR60,OUT017,78.6328
701,FDJ20,OUT049,123.4388
702,DRM11,OUT013,259.7278
703,FDK44,OUT045,175.5738
704,FDP10,OUT035,104.3622
705,FDG14,OUT017,152.2024
706,FDA10,OUT049,120.9072
707,FDO34,OUT017,165.9816
708,FDN15,OUT010,141.718
709,NCN41,OUT013,125.073
710,DRE27,OUT046,96.4726
711,FDU40,OUT010,192.2478
712,NCS54,OUT049,176.737
713,NCL55,OUT017,253.704
714,FDJ55,OUT017,226.0404
715,NCN43,OUT010,122.973
716,FDZ60,OUT049,108.9596
717,FDS23,OUT049,128.2994
718,FDK38,OUT049,149.5734
719,FDR02,OUT049,110.1886
720,FDF17,OUT049,195.911
721,FDR43,OUT049,38.419
722,DRL11,OUT049,159.2946
723,NCS41,OUT049,185.1608
724,NCP05,OUT049,150.9024
725,NCY18,OUT049,174.7054
726,NCP42,OUT049,195.6478
727,NCP18,OUT049,149.0708
728,NCB18,OUT049,88.7514
729,NCN14,OUT049,183.7608
730,FDJ45,OUT049,34.8216
731,FDH22,OUT049,128.7678
732,FDU22,OUT049,119.1124
733,FDO57,OUT049,161.5578
734,FDQ21,OUT049,120.8756
735,DRG37,OUT049,156.7972
736,FDB11,OUT049,225.6404
737,FDL14,OUT049,154.9972
738,FDQ01,OUT049,256.1014
739,FDW26,OUT049,223.5772
740,FDI05,OUT049,76.5354
741,FDE17,OUT049,152.1366
742,FDT19,OUT049,172.908
743,FDJ10,OUT049,141.8838
744,DRH03,OUT049,93.412
745,DRD15,OUT019,233.1642
746,FDY32,OUT019,163.221
747,NCG43,OUT019,93.0462
748,NCO30,OUT019,185.0608
749,NCQ06,OUT019,254.1014
750,NCV06,OUT019,195.2478
751,NCZ54,OUT019,160.9552
752,NCP50,OUT019,78.6618
753,FDF46,OUT019,113.2834
754,FDR33,OUT019,110.657
755,FDS57,OUT019,141.647
756,DRH01,OUT019,173.0738
757,FDJ58,OUT019,172.6764
758,FDL57,OUT019,257.7304
759,FDT09,OUT019,131.0284
760,FDY33,OUT019,159.0262
761,FDP09,OUT019,212.1902
762,FDQ12,OUT046,231.401
763,FDX43,OUT046,165.05
764,FDS47,OUT046,87.6856
765,FDN01,OUT046,178.437
766,DRG51,OUT046,163.5526
767,DRH03,OUT046,92.412
768,FDB05,OUT046,246.0776
769,FDA16,OUT046,219.4456
770,FDD29,OUT046,252.1698
771,FDZ19,OUT046,175.3712
772,FDY55,OUT046,255.3988
773,NCU29,OUT046,145.276
774,NCW41,OUT046,158.9604
775,NCY17,OUT046,43.0086
776,NCC19,OUT046,191.482
777,NCJ43,OUT046,174.9396
778,NCE19,OUT046,52.7956
779,NCO18,OUT046,179.5686
780,NCG43,OUT046,94.1462
781,FDT03,OUT046,182.3608
782,FDW33,OUT046,107.228
783,DRC12,OUT046,189.7188
784,FDL14,OUT046,154.8972
785,FDZ01,OUT046,103.399
786,FDJ14,OUT046,77.896
787,FDB04,OUT046,87.9856
788,FDA08,OUT046,164.7526
789,FDX55,OUT046,219.4166
790,NCF55,OUT045,34.9874
791,NCJ30,OUT017,170.379
792,FDR10,OUT017,160.4552
793,FDR48,OUT045,151.1024
794,FDL36,OUT045,90.483
795,FDH27,OUT045,145.3128
796,FDI52,OUT045,121.4072
797,FDD45,OUT045,94.1436
798,NCS53,OUT045,159.5604
799,NCA41,OUT045,190.8162
800,NCY17,OUT045,44.1086
801,NCX17,OUT045,232.83
802,NCV54,OUT045,120.1124
803,NCQ06,OUT045,255.0014
804,NCB55,OUT045,57.8562
805,NCN54,OUT045,75.8328
806,DRE12,OUT045,111.186
807,FDR48,OUT017,150.5024
808,FDO12,OUT017,196.5452
809,FDS47,OUT017,86.1856
810,FDZ27,OUT017,51.435
811,DRE03,OUT017,46.3718
812,FDB08,OUT017,160.3578
813,FDB44,OUT017,212.4586
814,FDE57,OUT017,140.8154
815,FDN20,OUT017,169.2474
816,NCD19,OUT017,56.4614
817,NCG55,OUT017,115.2176
818,NCO54,OUT017,55.4614
819,FDE46,OUT017,152.9366
820,FDR37,OUT045,180.4292
821,FDA25,OUT045,104.799
822,FDU50,OUT045,116.3176
823,FDT19,OUT045,173.108
